"","SITE","SITEVISITID","TRANSECT","TAXONCODE_2","AdColCount","AdColDen","METHOD","Ave.od","Ad_pres","TRANSECTAREA_ad","OBS_YEAR","ISLAND","SEC_NAME","DEPTH_BIN","new_MIN_DEPTH_M","new_MAX_DEPTH_M"
"175","SWA-00948",51147,1,"ACSP_BR",4,0.533333333333333,"DIVER",17.5,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"176","SWA-00948",51147,1,"ASTS_MD",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"177","SWA-00948",51147,1,"CMAY",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"178","SWA-00948",51147,1,"COSP_EM",6,0.8,"DIVER",5.33333333333333,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"179","SWA-00948",51147,1,"CYPS",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"180","SWA-00948",51147,1,"FSTE",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"181","SWA-00948",51147,1,"GEDW",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"182","SWA-00948",51147,1,"GONS",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"183","SWA-00948",51147,1,"HEXE",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"184","SWA-00948",51147,1,"LEPT",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"185","SWA-00948",51147,1,"LINC",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"186","SWA-00948",51147,1,"LMYC",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"187","SWA-00948",51147,1,"MOSP_EM",27,3.6,"DIVER",25.0740740740741,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"188","SWA-00948",51147,1,"MOSP_FO",53,7.06666666666667,"DIVER",20.0377358490566,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"189","SWA-00948",51147,1,"PAVS_EM",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"190","SWA-00948",51147,1,"PCHI",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"191","SWA-00948",51147,1,"PDUE",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"192","SWA-00948",51147,1,"PGWC",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"193","SWA-00948",51147,1,"PLSP",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"194","SWA-00948",51147,1,"PMAL",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"195","SWA-00948",51147,1,"PMVC",31,4.13333333333333,"DIVER",7.7741935483871,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"196","SWA-00948",51147,1,"POSP_EM",3,0.4,"DIVER",5.66666666666667,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"197","SWA-00948",51147,1,"POSP_MD",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"198","SWA-00948",51147,1,"PSPE",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"199","SWA-00948",51147,1,"PSSP_EM",3,0.4,"DIVER",7.66666666666667,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"200","SWA-00948",51147,1,"PSSP_KN",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"201","SWA-00948",51147,1,"PVAR",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"202","SWA-00948",51147,1,"SPIS",0,0,"DIVER",NA,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"203","SWA-00948",51147,1,"SSSS",127,16.9333333333333,"DIVER",16.7086614173228,"-1",7.5,2023,"Swains","SWA_SANCTUARY","Shallow",4.876562024,5.486132277
"204","SWA-00944",51142,1,"ACSP_BR",1,0.1,"DIVER",0,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"205","SWA-00944",51142,1,"ASTS_MD",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"206","SWA-00944",51142,1,"CMAY",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"207","SWA-00944",51142,1,"COSP_EM",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"208","SWA-00944",51142,1,"CYPS",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"209","SWA-00944",51142,1,"FSTE",3,0.3,"DIVER",15,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"210","SWA-00944",51142,1,"GEDW",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"211","SWA-00944",51142,1,"GONS",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"212","SWA-00944",51142,1,"HEXE",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"213","SWA-00944",51142,1,"LEPT",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"214","SWA-00944",51142,1,"LINC",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"215","SWA-00944",51142,1,"LMYC",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"216","SWA-00944",51142,1,"MOSP_EM",33,3.3,"DIVER",21.3636363636364,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"217","SWA-00944",51142,1,"MOSP_FO",9,0.9,"DIVER",15.5555555555556,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"218","SWA-00944",51142,1,"PAVS_EM",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"219","SWA-00944",51142,1,"PCHI",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"220","SWA-00944",51142,1,"PDUE",1,0.1,"DIVER",25,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"221","SWA-00944",51142,1,"PGWC",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"222","SWA-00944",51142,1,"PLSP",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"223","SWA-00944",51142,1,"PMAL",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"224","SWA-00944",51142,1,"PMVC",24,2.4,"DIVER",5.83333333333333,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"225","SWA-00944",51142,1,"POSP_EM",14,1.4,"DIVER",15.8571428571429,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"226","SWA-00944",51142,1,"POSP_MD",10,1,"DIVER",10.5,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"227","SWA-00944",51142,1,"PSPE",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"228","SWA-00944",51142,1,"PSSP_EM",2,0.2,"DIVER",17.5,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"229","SWA-00944",51142,1,"PSSP_KN",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"230","SWA-00944",51142,1,"PVAR",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"231","SWA-00944",51142,1,"SPIS",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"232","SWA-00944",51142,1,"SSSS",97,9.7,"DIVER",14.6082474226804,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",5.18134715,5.790917403
"233","SWA-00938",51143,1,"ACSP_BR",1,0.1,"DIVER",15,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"234","SWA-00938",51143,1,"ASTS_MD",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"235","SWA-00938",51143,1,"CMAY",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"236","SWA-00938",51143,1,"COSP_EM",4,0.4,"DIVER",4.5,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"237","SWA-00938",51143,1,"CYPS",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"238","SWA-00938",51143,1,"FSTE",1,0.1,"DIVER",10,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"239","SWA-00938",51143,1,"GEDW",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"240","SWA-00938",51143,1,"GONS",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"241","SWA-00938",51143,1,"HEXE",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"242","SWA-00938",51143,1,"LEPT",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"243","SWA-00938",51143,1,"LINC",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"244","SWA-00938",51143,1,"LMYC",2,0.2,"DIVER",37.5,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"245","SWA-00938",51143,1,"MOSP_EM",21,2.1,"DIVER",25.7142857142857,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"246","SWA-00938",51143,1,"MOSP_FO",24,2.4,"DIVER",10.0416666666667,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"247","SWA-00938",51143,1,"PAVS_EM",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"248","SWA-00938",51143,1,"PCHI",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"249","SWA-00938",51143,1,"PDUE",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"250","SWA-00938",51143,1,"PGWC",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"251","SWA-00938",51143,1,"PLSP",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"252","SWA-00938",51143,1,"PMAL",1,0.1,"DIVER",25,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"253","SWA-00938",51143,1,"PMVC",26,2.6,"DIVER",4.23076923076923,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"254","SWA-00938",51143,1,"POSP_EM",13,1.3,"DIVER",21.6923076923077,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"255","SWA-00938",51143,1,"POSP_MD",6,0.6,"DIVER",16.6666666666667,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"256","SWA-00938",51143,1,"PSPE",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"257","SWA-00938",51143,1,"PSSP_EM",5,0.5,"DIVER",7,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"258","SWA-00938",51143,1,"PSSP_KN",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"259","SWA-00938",51143,1,"PVAR",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"260","SWA-00938",51143,1,"SPIS",0,0,"DIVER",NA,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"261","SWA-00938",51143,1,"SSSS",104,10.4,"DIVER",13.9519230769231,"-1",10,2023,"Swains","SWA_SANCTUARY","Shallow",4.571776897,5.486132277
"262","SWA-00516",8097,1,"ACSP_BR",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"263","SWA-00516",8097,1,"ASTS_MD",3,0.3,"DIVER",16.6666666666667,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"264","SWA-00516",8097,1,"CMAY",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"265","SWA-00516",8097,1,"COSP_EM",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"266","SWA-00516",8097,1,"CYPS",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"267","SWA-00516",8097,1,"FSTE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"268","SWA-00516",8097,1,"GEDW",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"269","SWA-00516",8097,1,"GONS",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"270","SWA-00516",8097,1,"HEXE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"271","SWA-00516",8097,1,"LEPT",1,0.1,"DIVER",0,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"272","SWA-00516",8097,1,"LINC",8,0.8,"DIVER",0,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"273","SWA-00516",8097,1,"LMYC",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"274","SWA-00516",8097,1,"MOSP_EM",13,1.3,"DIVER",1.15384615384615,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"275","SWA-00516",8097,1,"MOSP_FO",33,3.3,"DIVER",10.2424242424242,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"276","SWA-00516",8097,1,"PAVS_EM",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"277","SWA-00516",8097,1,"PCHI",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"278","SWA-00516",8097,1,"PDUE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"279","SWA-00516",8097,1,"PGWC",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"280","SWA-00516",8097,1,"PLSP",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"281","SWA-00516",8097,1,"PMAL",3,0.3,"DIVER",36.6666666666667,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"282","SWA-00516",8097,1,"PMVC",6,0.6,"DIVER",1.66666666666667,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"283","SWA-00516",8097,1,"POSP_EM",4,0.4,"DIVER",14.25,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"284","SWA-00516",8097,1,"POSP_MD",2,0.2,"DIVER",17.5,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"285","SWA-00516",8097,1,"PSPE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"286","SWA-00516",8097,1,"PSSP_EM",3,0.3,"DIVER",19.3333333333333,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"287","SWA-00516",8097,1,"PSSP_KN",2,0.2,"DIVER",0,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"288","SWA-00516",8097,1,"PVAR",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"289","SWA-00516",8097,1,"SPIS",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"290","SWA-00516",8097,1,"SSSS",78,7.8,"DIVER",8.62820512820513,"-1",10,2015,"Swains","SWA_SANCTUARY","Deep",17.98232246,23.16366961
"291","SWA-00545",8111,1,"ACSP_BR",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"292","SWA-00545",8111,1,"ASTS_MD",1,0.1,"DIVER",0,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"293","SWA-00545",8111,1,"CMAY",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"294","SWA-00545",8111,1,"COSP_EM",2,0.2,"DIVER",1,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"295","SWA-00545",8111,1,"CYPS",1,0.1,"DIVER",2,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"296","SWA-00545",8111,1,"FSTE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"297","SWA-00545",8111,1,"GEDW",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"298","SWA-00545",8111,1,"GONS",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"299","SWA-00545",8111,1,"HEXE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"300","SWA-00545",8111,1,"LEPT",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"301","SWA-00545",8111,1,"LINC",1,0.1,"DIVER",15,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"302","SWA-00545",8111,1,"LMYC",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"303","SWA-00545",8111,1,"MOSP_EM",8,0.8,"DIVER",4,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"304","SWA-00545",8111,1,"MOSP_FO",113,11.3,"DIVER",7.09734513274336,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"305","SWA-00545",8111,1,"PAVS_EM",2,0.2,"DIVER",0,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"306","SWA-00545",8111,1,"PCHI",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"307","SWA-00545",8111,1,"PDUE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"308","SWA-00545",8111,1,"PGWC",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"309","SWA-00545",8111,1,"PLSP",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"310","SWA-00545",8111,1,"PMAL",3,0.3,"DIVER",0,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"311","SWA-00545",8111,1,"PMVC",5,0.5,"DIVER",14,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"312","SWA-00545",8111,1,"POSP_EM",3,0.3,"DIVER",0,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"313","SWA-00545",8111,1,"POSP_MD",2,0.2,"DIVER",20,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"314","SWA-00545",8111,1,"PSPE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"315","SWA-00545",8111,1,"PSSP_EM",1,0.1,"DIVER",10,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"316","SWA-00545",8111,1,"PSSP_KN",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"317","SWA-00545",8111,1,"PVAR",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"318","SWA-00545",8111,1,"SPIS",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"319","SWA-00545",8111,1,"SSSS",142,14.2,"DIVER",6.85211267605634,"-1",10,2015,"Swains","SWA_SANCTUARY","Mid",10.3626943,15.54404145
"320","SWA-00608",8099,1,"ACSP_BR",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"321","SWA-00608",8099,1,"ASTS_MD",1,0.1,"DIVER",5,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"322","SWA-00608",8099,1,"CMAY",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"323","SWA-00608",8099,1,"COSP_EM",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"324","SWA-00608",8099,1,"CYPS",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"325","SWA-00608",8099,1,"FSTE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"326","SWA-00608",8099,1,"GEDW",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"327","SWA-00608",8099,1,"GONS",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"328","SWA-00608",8099,1,"HEXE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"329","SWA-00608",8099,1,"LEPT",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"330","SWA-00608",8099,1,"LINC",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"331","SWA-00608",8099,1,"LMYC",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"332","SWA-00608",8099,1,"MOSP_EM",1,0.1,"DIVER",25,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"333","SWA-00608",8099,1,"MOSP_FO",56,5.6,"DIVER",19.125,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"334","SWA-00608",8099,1,"PAVS_EM",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"335","SWA-00608",8099,1,"PCHI",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"336","SWA-00608",8099,1,"PDUE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"337","SWA-00608",8099,1,"PGWC",11,1.1,"DIVER",5.36363636363636,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"338","SWA-00608",8099,1,"PLSP",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"339","SWA-00608",8099,1,"PMAL",5,0.5,"DIVER",15,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"340","SWA-00608",8099,1,"PMVC",69,6.9,"DIVER",7.89855072463768,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"341","SWA-00608",8099,1,"POSP_EM",1,0.1,"DIVER",0,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"342","SWA-00608",8099,1,"POSP_MD",2,0.2,"DIVER",6.5,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"343","SWA-00608",8099,1,"PSPE",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"344","SWA-00608",8099,1,"PSSP_EM",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"345","SWA-00608",8099,1,"PSSP_KN",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"346","SWA-00608",8099,1,"PVAR",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"347","SWA-00608",8099,1,"SPIS",0,0,"DIVER",NA,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
"348","SWA-00608",8099,1,"SSSS",146,14.6,"DIVER",12.2808219178082,"-1",10,2015,"Swains","SWA_SANCTUARY","Shallow",4.266991771,5.486132277
