"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","OCC_SITEID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","TRANSECT_PHOTOS","Oceanography","new_MIN_DEPTH_M","new_MAX_DEPTH_M","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","AMNE","BGMA","BI","BR","BRY","CCAH","CCAR","CMOR","COL","EMA","ENC","FINE","FOL","FREE","GC","HAL","HARD","MASS","NS","OCTO","RUB","SAND","SG","SP","TAB","TUN","TURFH","TURFR","UI","UPMA","USC","ZO","TURF","POSP","HALI","CCA","ASSP","BRMA","ASPP","ACSP","POCS","PHSP","FASP","GONS","HYSP","HCOE","GOAL","LEPT","GASP","MISP","CYPS","ACAS","ASTS","MOSP","PAVS","COTS","PLSP","GRMA","STYS","RDMA","PADI","LPHY","MICR","COSP","FAVS","DICT","FUSP","MONS","LOBS","PACS","PSSP","ISSP","TURS","ECHP","MESP","OUSP","ECHL","DISP","SYSP","PLER","LESP","HYCO","EUSP","ANTI","N","new.N"
2303,"ROS-00239",2010,"3/4/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_SANCTUARY",0,"-1",0,4,7,"CPCE","SAMOA","Rose",0,0,-14.55998,-168.1591,"Forereef","Shallow",0,0,0,20.4225352112676,2.11267605633803,58.0985915492958,0,0,0,6.69014084507042,1.76056338028169,0,0,0,0,3.87323943661972,5.63380281690141,0.352112676056338,0,0,0,0,0,0,0,0,1.05633802816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,284
2306,"ROS-00218",2010,"3/3/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_SANCTUARY",0,"-1",0,4,7,"CPCE","SAMOA","Rose",0,0,-14.55892,-168.16049,"Forereef","Shallow",0,0,0,23.2876712328767,0,57.1917808219178,0,0,0,4.10958904109589,1.36986301369863,0,0,0,0,2.3972602739726,8.21917808219178,1.71232876712329,0,0,0,0,0,0,0,0,1.36986301369863,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,292
2307,"ROS-00212",2010,"3/4/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_SANCTUARY",0,"-1",0,19,23,"CPCE","SAMOA","Rose",0,0,-14.55329,-168.16541,"Forereef","Deep",0,1.0989010989011,0,4.02930402930403,0,29.3040293040293,0,0,0,8.05860805860806,2.93040293040293,0,0.366300366300366,0,0,30.03663003663,1.46520146520147,6.22710622710623,0,0.366300366300366,0,0,0,0,0,0,16.1172161172161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,273
2314,"ROS-00240",2010,"3/4/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_SANCTUARY",0,"-1",0,4,8,"CPCE","SAMOA","Rose",0,0,-14.56028,-168.15828,"Forereef","Shallow",0,0,0,9.31034482758621,0.689655172413793,59.3103448275862,0,0,0,5.86206896551724,4.48275862068965,0,0,0,0,3.44827586206897,8.96551724137931,2.41379310344828,0,0,0.344827586206897,0.689655172413793,0,0,0,0,3.79310344827586,0.344827586206897,0,0.344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,290
2318,"ROS-00219",2010,"3/5/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_INNER",0,"-1",0,1,1,"CPCE","SAMOA","Rose",0,0,-14.55233,-168.14882,"Backreef","Shallow",0,0,0,0,0,30.5220883534137,0.803212851405622,0,0,2.00803212851406,0,0,0,0,0,0,23.2931726907631,0,0,0,7.63052208835341,0,0,0,0,0,32.5301204819277,3.21285140562249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,249
2319,"ROS-00238",2010,"3/5/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_INNER",0,"-1",0,13,15,"CPCE","SAMOA","Rose",0,0,-14.5506,-168.149,"Lagoon","Mid",0,0,0,0,0,0,1.74825174825175,0,0,2.44755244755245,0,0,0,0,0,0,0,8.04195804195804,0,0,0.34965034965035,2.0979020979021,0,0,0,0,5.59440559440559,78.3216783216783,0,1.3986013986014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,286
2320,"ROS-00232",2010,"3/5/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_INNER",0,"-1",0,2,3,"CPCE","SAMOA","Rose",0,0,-14.54388,-168.14751,"Lagoon","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,0,15.625,0,0,0,0,14.9305555555556,69.0972222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,288
2321,"ROS-00224",2010,"3/5/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_INNER",0,"-1",0,1,2,"CPCE","SAMOA","Rose",0,0,-14.55237,-168.16071,"Backreef","Shallow",0,0,0,0,0,1.12781954887218,0.75187969924812,0,0,0.37593984962406,0,0,0,0,0,0,2.63157894736842,0,0,0,3.00751879699248,14.2857142857143,0,0,0,0,15.0375939849624,62.781954887218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,266
2322,"ROS-00202",2010,"3/5/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_INNER",0,"-1",0,1,2,"CPCE","SAMOA","Rose",0,0,-14.54874,-168.14575,"Backreef","Shallow",0,0,0,0.348432055749129,0,33.1010452961672,8.71080139372822,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78745644599303,3.48432055749129,0,0,0,0,18.4668989547038,32.0557491289199,0,1.04529616724739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,287
2323,"ROS-00208",2010,"3/5/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_INNER",0,"-1",0,9,11,"CPCE","SAMOA","Rose",0,0,-14.54136,-168.1608,"Lagoon","Mid",0,0.346020761245675,0,0,0,0,5.88235294117647,0,0,5.5363321799308,0,0,0,0,0,0.69204152249135,0.69204152249135,0,0,0,2.07612456747405,0.69204152249135,0,0,0,0,12.4567474048443,71.6262975778547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,289
2324,"ROS-00233",2010,"3/5/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_INNER",0,"-1",0,1,2,"CPCE","SAMOA","Rose",0,0,-14.54504,-168.16624,"Backreef","Shallow",0,0,0,0,0,0.687285223367698,1.3745704467354,0,0,10.9965635738832,0,0,0,0,0,0,2.06185567010309,0,0,0,0.343642611683849,4.46735395189003,0,0,0,0,50.5154639175258,29.553264604811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,291
2326,"ROS-00201",2010,"3/5/2010","HA1001",NA,"2010","RAMP_BASIC","ROS_INNER",0,"-1",0,1,2,"CPCE","SAMOA","Rose",0,0,-14.53817,-168.15146,"Backreef","Shallow",0,0,0,1.04529616724739,0,16.7247386759582,1.74216027874564,0,0,0,0,0,0,0,0,0,0.348432055749129,1.39372822299652,0,0,1.39372822299652,42.5087108013937,0,0,0,0,29.9651567944251,4.8780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,287
2332,"SOB-00200",2010,"3/6/2010","HA1001",NA,"2010","RAMP_BASIC","South Bank",0,"-1",0,25,27,"CPCE","SAMOA","South Bank",0,0,-14.87711,-170.63252,"Forereef","Deep",0,0.350877192982456,0,0.350877192982456,0,1.75438596491228,0.701754385964912,0,0,5.26315789473684,0,0,0,0,0,1.05263157894737,1.40350877192982,3.15789473684211,0,0,0,15.7894736842105,0,0,0,0,41.4035087719298,4.91228070175439,0,23.859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,285
2333,"SOB-00201",2010,"3/6/2010","HA1001",NA,"2010","RAMP_BASIC","South Bank",0,"-1",0,25,26,"CPCE","SAMOA","South Bank",0,0,-14.88716,-170.63179,"Forereef","Deep",0,0,0,0.34965034965035,0,2.7972027972028,0,0,0,7.69230769230769,0.34965034965035,0,0,0,0,0.34965034965035,0.699300699300699,0.34965034965035,0,0.34965034965035,0,10.8391608391608,0,0,0,0,49.3006993006993,1.74825174825175,0,24.1258741258741,0,1.04895104895105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,286
2335,"TUT-00206",2010,"3/7/2010","HA1001",NA,"2010","TUT10_12","TUT_NW_OPEN",0,"-1",0,22,30,"CPCE","SAMOA","Tutuila",0,0,-14.27647,-170.73969,"Forereef","Deep",0,0,0,8.84955752212389,0,33.1858407079646,0,0,0,1.76991150442478,42.4778761061947,0,0.884955752212389,0,0,0,0,1.32743362831858,0,0,0,0,0,0,2.21238938053097,0,9.29203539823009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,226
2336,"TUT-00491",2010,"3/7/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,21,24,"CPCE","SAMOA","Tutuila",0,0,-14.24515,-170.67088,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,1.27659574468085,0,4.68085106382979,0,0,8.08510638297872,0,0,0,0.425531914893617,0,43.8297872340426,0,0,0,0,40.4255319148936,1.27659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,235
2337,"TUT-00219",2010,"3/7/2010","HA1001",NA,"2010","TUT10_12","TUT_NE_OPEN",0,"-1",0,12,15,"CPCE","SAMOA","Tutuila",0,0,-14.23619,-170.66936,"Forereef","Mid",0,0,0,6.10687022900763,0,31.2977099236641,1.14503816793893,0,0,4.58015267175572,22.9007633587786,0,0,0,0,0,0.381679389312977,1.90839694656489,0.381679389312977,0,1.52671755725191,0,0,8.3969465648855,3.05343511450382,0,17.9389312977099,0.381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,262
2340,"TUT-00370",2010,"3/9/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,12,15,"CPCE","SAMOA","Tutuila",0,0,-14.30094,-170.68098,"Forereef","Mid",0,0,0,0,0,24.3055555555556,0,0,1.04166666666667,5.90277777777778,5.20833333333333,0,3.125,0.347222222222222,0,1.38888888888889,0.347222222222222,17.7083333333333,0,1.04166666666667,0,3.81944444444444,0,0.347222222222222,0,0,29.5138888888889,0.347222222222222,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,288
2341,"TUT-00293",2010,"3/9/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,12,14,"CPCE","SAMOA","Tutuila",0,0,-14.32171,-170.66896,"Forereef","Mid",0,0,0,2.03389830508475,0,23.728813559322,0.338983050847458,0,0,13.8983050847458,11.1864406779661,0,0,0,0,0,2.3728813559322,5.76271186440678,0,1.01694915254237,0,0.677966101694915,0,0,0.338983050847458,0,36.9491525423729,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,295
2342,"TUT-00312",2010,"3/9/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,5,6,"CPCE","SAMOA","Tutuila",0,0,-14.30883,-170.69318,"Forereef","Shallow",0,0,0,3.87323943661972,0,39.7887323943662,0,0,0,14.4366197183099,9.15492957746479,0,0,0,0,0,3.87323943661972,2.8169014084507,0,11.9718309859155,0,0.352112676056338,0,0,0,0,9.50704225352113,1.40845070422535,0,2.8169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,284
2343,"TUT-00302",2010,"3/9/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,5,6,"CPCE","SAMOA","Tutuila",0,0,-14.33183,-170.69904,"Forereef","Shallow",0,0,0,1.83150183150183,0,33.6996336996337,0,0,0,11.7216117216117,6.22710622710623,0,0,0,0,0,4.02930402930403,10.6227106227106,1.0989010989011,2.1978021978022,0,0,0,0,0,0,27.1062271062271,0,0,1.0989010989011,0,0.366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,273
2344,"TUT-00412",2010,"3/9/2010","HA1001",NA,"2010","TUT10_12","TUT_SE_OPEN",0,"-1",0,5,6,"CPCE","SAMOA","Tutuila",0,0,-14.3427,-170.72064,"Forereef","Shallow",0,0,0,4.6594982078853,0,39.0681003584229,0,0,0,14.336917562724,6.09318996415771,0,0,0,0,0,0,5.37634408602151,0,0.716845878136201,0,0,0,0,0,0,26.8817204301075,0.3584229390681,0,0,0,2.5089605734767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,279
2347,"OLO-00203",2010,"3/10/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,10,14,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.19178,-169.61617,"Forereef","Mid",0,0,0.378787878787879,9.84848484848485,0,50.3787878787879,0.757575757575758,0,0.378787878787879,5.68181818181818,12.8787878787879,0,0,0,0,0,1.89393939393939,9.84848484848485,0,0,0,3.78787878787879,0,0.378787878787879,1.89393939393939,0.757575757575758,1.13636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,264
2351,"OLO-00204",2010,"3/10/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,10,13,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.18741,-169.62175,"Forereef","Mid",0,0,0,4.26356589147287,0,38.3720930232558,0,0,0,2.32558139534884,18.6046511627907,0,0,0.387596899224806,0,0,0.775193798449612,8.52713178294574,0.387596899224806,0,0,0.387596899224806,0,0,0,0,24.031007751938,0,0,1.93798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,258
2352,"OFU-00217",2010,"3/10/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,5,7,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.18578,-169.66231,"Forereef","Shallow",0,0,0,6.66666666666667,0,75.1851851851852,0,0,0.37037037037037,5.92592592592593,4.44444444444444,0,0,0,0,0,3.33333333333333,2.59259259259259,0,0,0,0.37037037037037,0,0,0,0,0.740740740740741,0.37037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,270
2358,"OLO-00207",2010,"3/11/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,12,15,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.15714,-169.60817,"Forereef","Mid",0,0,0,2.93040293040293,0,23.8095238095238,0.366300366300366,0,0,7.69230769230769,16.1172161172161,0,0,0,0,0,2.1978021978022,7.32600732600733,0,0,0,4.02930402930403,0,0.366300366300366,0,0,34.7985347985348,0.366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,273
2359,"OFU-00226",2010,"3/11/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,11,15,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.17399,-169.6817,"Forereef","Mid",0,0,0,1.0752688172043,0,54.8387096774194,0,0,0.716845878136201,16.1290322580645,11.4695340501792,0,6.09318996415771,0,0,0,2.5089605734767,1.4336917562724,0,0,0,0,0,1.7921146953405,0.716845878136201,0,2.8673835125448,0,0,0.3584229390681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,279
2360,"OFU-00229",2010,"3/11/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,2,6,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.1796,-169.67923,"Forereef","Shallow",0,0,0,9.35251798561151,0,56.8345323741007,0,0,0,4.31654676258993,16.5467625899281,0,0.719424460431655,0,0,0,1.43884892086331,2.51798561151079,0,0,0,0,0,0,0,0,8.27338129496403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,278
2363,"OLO-00223",2010,"3/11/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,9,11,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.17554,-169.62782,"Forereef","Mid",0,0,0,0,0,34.5323741007194,0,0,0.359712230215827,10.431654676259,7.9136690647482,0,0,0,0,0,0.719424460431655,8.27338129496403,0,0,0,13.3093525179856,0,2.87769784172662,1.79856115107914,0,19.0647482014388,0.719424460431655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,278
2364,"OLO-00210",2010,"3/11/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,2.4384,6.4008,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.18729,-169.62186,"Forereef","Shallow",0,0,0,5.93220338983051,0,61.4406779661017,0,0,0,4.66101694915254,5.50847457627119,0,0,0,0,0,4.23728813559322,2.54237288135593,0,0,0,1.27118644067797,0,2.11864406779661,0,0,10.5932203389831,0,0,0,0,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,236
2365,"OFU-00206",2010,"3/11/2010","HA1001",NA,"2010","RAMP_BASIC","Ofu & Olosega",0,"-1",0,3.048,4.572,"CPCE","SAMOA","Ofu & Olosega",0,0,-14.1879,-169.66806,"Forereef","Shallow",0,0,0,6.52173913043478,0,56.8840579710145,0,0,0.72463768115942,3.6231884057971,0.72463768115942,0,0,0,0,0,10.1449275362319,3.26086956521739,0,0.36231884057971,0,0,0,0,0,0,17.7536231884058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,276
2370,"TAU-00431",2010,"3/12/2010","HA1001",NA,"2010","RAMP_BASIC","TAU_OPEN",0,"-1",0,14,15,"CPCE","SAMOA","Tau",0,0,-14.23053,-169.51933,"Forereef","Mid",0,0,0,0,0,6.8259385665529,0,0,0,18.7713310580205,5.11945392491468,0,0,0,0,0,1.70648464163823,1.02389078498294,0,0,0.341296928327645,1.02389078498294,0,0.341296928327645,0,1.36518771331058,63.1399317406143,0.341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,293
2371,"TAU-00246",2010,"3/12/2010","HA1001",NA,"2010","RAMP_BASIC","TAU_OPEN",0,"-1",0,2,6,"CPCE","SAMOA","Tau",0,0,-14.24369,-169.50818,"Forereef","Shallow",0,0,0,1.08695652173913,0,34.7826086956522,0,0,0.36231884057971,9.05797101449275,32.2463768115942,0,0,0,0,0,0.36231884057971,3.98550724637681,0,0,0,0,0,0,0,0.72463768115942,17.3913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,276
2375,"TAU-00213",2010,"3/12/2010","HA1001",NA,"2010","RAMP_BASIC","TAU_OPEN",0,"-1",0,10,16,"CPCE","SAMOA","Tau",0,0,-14.21398,-169.46942,"Forereef","Mid",0,0,0,1.81818181818182,0,27.6363636363636,0,12,0,16.7272727272727,13.0909090909091,0,1.45454545454545,0,0,0,1.09090909090909,2.90909090909091,0,0,0,0,0,1.09090909090909,0,1.09090909090909,21.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,275
2376,"TAU-00437",2010,"3/12/2010","HA1001",NA,"2010","RAMP_BASIC","TAU_OPEN",0,"-1",0,3,6,"CPCE","SAMOA","Tau",0,0,-14.23758,-169.51543,"Forereef","Shallow",0,0,0,1.87793427230047,0,46.9483568075117,0,0,0,3.75586854460094,12.2065727699531,0,0,0,0,0,2.8169014084507,1.40845070422535,0,0,0,0,0,1.87793427230047,0,0,27.6995305164319,0,0.469483568075117,0.938967136150235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,213
2381,"TAU-00210",2010,"3/13/2010","HA1001",NA,"2010","RAMP_BASIC","TAU_OPEN",0,"-1",0,3.9624,6.096,"CPCE","SAMOA","Tau",0,0,-14.24143,-169.41949,"Forereef","Shallow",0,0,0,0.719424460431655,0,41.3669064748201,0,0,0.359712230215827,6.11510791366906,29.136690647482,0,0,0,0,0,1.43884892086331,10.7913669064748,0,0,0,0,0,0,0,0,9.71223021582734,0,0,0,0,0.359712230215827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,278
2385,"TAU-00235",2010,"3/13/2010","HA1001",NA,"2010","RAMP_BASIC","TAU_OPEN",0,"-1",0,3,6,"CPCE","SAMOA","Tau",0,0,-14.254,-169.44225,"Forereef","Shallow",0,0,0,0.740740740740741,0,47.037037037037,0,0,0,15.5555555555556,2.96296296296296,0,0,0,0,0,3.7037037037037,0,0,0,0,0,0,1.48148148148148,0,0,27.7777777777778,0,0,0.740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,270
2386,"TAU-00201",2010,"3/13/2010","HA1001",NA,"2010","RAMP_BASIC","TAU_OPEN",0,"-1",0,15,18,"CPCE","SAMOA","Tau",0,0,-14.25744,-169.42033,"Forereef","Mid",0,0,0,6.71641791044776,0,52.2388059701493,2.61194029850746,0,0,13.8059701492537,4.85074626865672,0,0.373134328358209,0.373134328358209,0,1.11940298507463,2.23880597014925,6.71641791044776,0,0,0,1.11940298507463,0,0,0,0,5.97014925373134,1.49253731343284,0,0.373134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,268
2387,"TAU-00200",2010,"3/13/2010","HA1001",NA,"2010","RAMP_BASIC","TAU_OPEN",0,"-1",0,13,16,"CPCE","SAMOA","Tau",0,0,-14.24823,-169.41866,"Forereef","Mid",0,0,0,1.07913669064748,0,45.3237410071942,0,0,0.719424460431655,11.1510791366906,7.19424460431655,0,2.51798561151079,0,0,1.43884892086331,1.79856115107914,17.2661870503597,0,0,0,0,0,1.07913669064748,0,7.19424460431655,3.23741007194245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,278
